USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.2  0.0 157432  7140 ?        Ss   08:46   0:01 /sbin/init
root         506  0.0  0.0      0     0 ?        S<   08:46   0:00 [loop1]
root         507  0.0  0.0      0     0 ?        S    08:46   0:00 [jbd2/loop1-8]
root         508  0.0  0.0      0     0 ?        I<   08:46   0:00 [ext4-rsv-conver]
root         513  0.0  0.0   7012  2916 ?        Ss   08:46   0:00 /usr/bin/lxc-start -n linux2
root         514  0.2  0.0   7896  5908 ?        Ss   08:46   0:01 /sbin/init
root         533  0.3  0.0  30380  9184 ?        Ss   08:46   0:02 /lib/systemd/systemd-journald
root         535  0.3  0.0  16452  5336 ?        Ss   08:46   0:02 /lib/systemd/systemd-udevd
root         541  0.0  0.0  14536  4176 ?        Ss   08:46   0:00 /lib/systemd/systemd-udevd
root         557  0.0  0.0      0     0 ?        I    08:47   0:00 [kworker/3:2-events]
systemd+     602  0.0  0.0   6224  2812 ?        Ss   08:47   0:00 /lib/systemd/systemd-networkd
root         654  0.0  0.0   2036  1344 pts/2    Ss+  08:47   0:00 /sbin/agetty -o -p -- \u --noclear --keep-baud pts/2 115200,38400,9600 vt220
root         658  0.0  0.0   2036  1296 pts/1    Ss+  08:47   0:00 /sbin/agetty -o -p -- \u --noclear --keep-baud console 115200,38400,9600 vt220
sshd         667  0.0  0.0   5440  2864 ?        Ss   08:47   0:00 avahi-daemon: registering [euto-v9-49.local]
root         679  0.0  0.0   2036  1308 pts/3    Ss+  08:47   0:00 /sbin/agetty -o -p -- \u --noclear --keep-baud pts/3 115200,38400,9600 vt220
root         695  0.0  0.0   8224  4848 ?        Ss   08:47   0:00 /usr/sbin/ofonod -n
message+     700  0.0  0.0   4940  2936 ?        Ss   08:47   0:00 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root         716  0.0  0.0   3412   856 ?        Ss   08:47   0:00 /sbin/syslogd -n
sshd         718  0.0  0.0   5316   288 ?        S    08:47   0:00 avahi-daemon: chroot helper
root         721  0.0  0.0   3412   844 ?        Ss   08:47   0:00 /sbin/klogd -n
root         727  0.0  0.0      0     0 ?        I    08:47   0:00 [kworker/4:4-events]
root         728  0.0  0.0   2036  1356 pts/0    Ss+  08:47   0:00 /sbin/agetty -o -p -- \u --noclear --keep-baud pts/0 115200,38400,9600 vt220
root         746  0.0  0.0   2036  1288 pts/1    Ss+  08:47   0:00 /sbin/agetty -o -p -- \u --noclear --keep-baud pts/1 115200,38400,9600 vt220
root         804  0.0  0.0      0     0 ?        I    08:47   0:00 [kworker/5:3-mm_percpu_wq]
root         806  0.0  0.0      0     0 ?        I    08:47   0:00 [kworker/2:2-mm_percpu_wq]
